,Unnamed: 0,anime,season,year,category,songname,artist,link,extra,status
82,82,Bessatsu Olympia Kyklos (Extra Olympia Kyklos),Spring 2020,2020,Ending Theme,Tolympic (トリンピック),Akito Hayashi,https://www.youtube.com/watch?v=B-7WRKycjWk,USA 🇺🇸 vs Japan 🇯🇵 | Women's  Basketball Gold Medal Match | Tokyo Replays,
83,83,Bishounen Tanteidan (Pretty Boy Detective Club),Spring 2021,2021,Ending Theme,Beautiful Reasoning,Bishounen Tanteidan,https://www.youtube.com/watch?v=vEoXJvJXVQk,Beautiful Reasoning,
84,84,Bishounen Tanteidan (Pretty Boy Detective Club),Spring 2021,2021,Ending Theme,Welcoming Days,Bishounen Tanteidan,https://www.youtube.com/watch?v=e5i9iwMo5sc,Welcoming Days,
85,85,Black Bullet,Spring 2014,2014,Ending Theme,Wasurenai Tame ni for lotus (忘れない為に for lotus),Nagi Yanagi,https://www.youtube.com/watch?v=Y7bNBP55D1I,忘れない為に,
86,86,Black Fox (Blackfox),,1900,Ending Theme,BLACK FOX,fripSide,https://www.youtube.com/watch?v=yYHFUfjk3mE,BLACKFOX,
87,87,Black Lagoon,Spring 2006,2006,Ending Theme,Don't Look Behind,EDISON,https://www.youtube.com/watch?v=WM0qXo6mHT8,Edison - Don't Look Behind,
88,88,Black Lagoon_ Roberta's Blood Trail,,1900,Ending Theme,When Johnny Comes Marching Home,EDISON,https://www.youtube.com/watch?v=pyUXMJZ6kdo,Black Lagoon - Robertas Blood Trail - When Jonny Comes Marching Home (Full Version),
89,89,Black Lagoon_ Roberta's Blood Trail,,1900,Ending Theme,This Moment_ Prayer in the Light,Minako _mooki_ Obata,https://www.youtube.com/watch?v=32yKLKvZtQg,Black Lagoon Roberta's Blood Trail OST - This Moment (Prayer in the Light),
90,90,Black Lagoon_ The Second Barrage,Fall 2006,2006,Ending Theme,Don't Look Behind,EDISON,https://www.youtube.com/watch?v=WM0qXo6mHT8,Edison - Don't Look Behind,
91,91,Black Lagoon_ The Second Barrage,Fall 2006,2006,Ending Theme,The World of Midnight,Minako Obata,https://www.youtube.com/watch?v=27fIMsk38bU,The World Of Midnight [from Black Lagoon] - Minako”mooki”Obata,
92,92,Black Lagoon_ The Second Barrage,Fall 2006,2006,Ending Theme,Peach Headz Addiction,Breath Frequency,https://www.youtube.com/watch?v=jXmhPlhZdHA,Black Lagoon Ost 21 - Peach Headz Addiction,
93,93,Blue Lock,Fall 2022,2022,Opening Theme,Chaos ga Kiwamaru (カオスが極まる),UNISON SQUARE GARDEN,https://www.youtube.com/watch?v=ejzfqXA-bYY,UNISON SQUARE GARDEN「カオスが極まる」MV,
94,94,Blue Lock,Fall 2022,2022,Ending Theme,WINNER,Shuugo Nakamura,https://www.youtube.com/watch?v=C9eR8wDveWg,Blue Lock - Ending Full『WINNER』by Shuugo Nakamura,
95,95,Bocchi the Rock!,Fall 2022,2022,Opening Theme,Seishun Complex (青春コンプレックス),Kessoku Band (結束バンド),https://www.youtube.com/watch?v=7FDRQifEMUQ,seisyun complex,
96,96,Bocchi the Rock!,Fall 2022,2022,Ending Theme,Distortion!!,Kessoku Band (結束バンド),https://www.youtube.com/watch?v=5RSHNMkKGLs,Distortion!!,
97,97,Bocchi the Rock!,Fall 2022,2022,Ending Theme,Karakara (カラカラ),Kessoku Band (結束バンド),https://www.youtube.com/watch?v=IwHwv-lcxi4,Karakara,
98,98,Bocchi the Rock!,Fall 2022,2022,Ending Theme,What is wrong with (なにが悪い),Kessoku Band (結束バンド),https://www.youtube.com/watch?v=BVvcQ4ge8Ow,What is wrong with,
99,99,Boku no Pico,,1900,Opening Theme,Koi wo Shiyou yo (恋をしようよ),Pico,https://www.youtube.com/watch?v=clUQSuWpz7w,Boku no Pico (ぼくのぴこ) - Koi wo Shiyou yo ( 恋をしようよ),
100,100,Bokura wa Minna Kawai-sou,Spring 2014,2014,Ending Theme,My Sweet Shelter,"Ritsu Kawai (CV_ Kana Hanazawa), Mayumi Nishikino (CV_ Rina Satou), Sayaka Watanabe (CV_ Hisako Kanemoto)",https://www.youtube.com/watch?v=AtQmgnZI__s,❝My Sweet Shelter❞ │ Bokura wa Minna Kawai-sō │ Subtitulado al Español&Romaji │AMVდ,
101,101,Bokura wa Minna Kawai-sou_ Hajimete no,,1900,Ending Theme,My Sweet Shelter,"Ritsu Kawai (CV_ Kana Hanazawa), Mayumi Nishikino (CV_ Rina Satou), Sayaka Watanabe (CV_ Hisako Kanemoto)",https://www.youtube.com/watch?v=AtQmgnZI__s,❝My Sweet Shelter❞ │ Bokura wa Minna Kawai-sō │ Subtitulado al Español&Romaji │AMVდ,
102,102,Bokutachi wa Benkyou ga Dekinai (We Never Learn_ BOKUBEN),Spring 2019,2019,Opening Theme,Seishun Seminar (セイシュンゼミナール),Study,https://www.youtube.com/watch?v=Qk1gxobARdE,Study 「セイシュンゼミナール」 MV [YouTube Edit] 【TVアニメ「ぼくたちは勉強ができない」音楽ユニット】,
103,103,Bokutachi wa Benkyou ga Dekinai (We Never Learn_ BOKUBEN),Spring 2019,2019,Ending Theme,Never Give It Up!!,Study,https://www.youtube.com/watch?v=LWAmCCpr3U8,TVアニメ「ぼくたちは勉強ができない」ノンクレジットED映像,
104,104,Bokutachi wa Benkyou ga Dekinai!,Fall 2019,2019,Opening Theme,"Can now, Can now",Study,https://www.youtube.com/watch?v=p6HWwmPJdi4,"【ぼく勉！】Study「Can now, Can now」OP映像（TVアニメ「ぼくたちは勉強ができない！」）",
105,105,Bokutachi wa Benkyou ga Dekinai!,Fall 2019,2019,Ending Theme,Kankei ≧ Houteishiki (関係≧方程式),Study,https://www.youtube.com/watch?v=n_ZhXhaOTrs,Bokutachi wa Benkyou ga Dekinai - Kankei Houteishiki 「関係≧方程式」,
106,106,Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,,1900,Opening Theme,"Can now, Can now",Study,https://www.youtube.com/watch?v=Cd3nPXDRntA,"【Study】「Can now, Can now」MV（YouTube Edit）【TVアニメ「ぼくたちは勉強ができない！」音楽ユニット】",
107,107,Bokutachi wa Benkyou ga Dekinai_ Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,,1900,Opening Theme,Seishun Seminar (セイシュンゼミナール),Study,https://www.youtube.com/watch?v=Qk1gxobARdE,Study 「セイシュンゼミナール」 MV [YouTube Edit] 【TVアニメ「ぼくたちは勉強ができない」音楽ユニット】,
108,108,Bokutachi wa Benkyou ga Dekinai_ Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,,1900,Ending Theme,Never Give It Up!!,Study,https://www.youtube.com/watch?v=LWAmCCpr3U8,TVアニメ「ぼくたちは勉強ができない」ノンクレジットED映像,
109,109,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Opening Theme,shadowgraph,MYTH＆ROID,https://www.youtube.com/watch?v=epz9O3OStZM,MYTH & ROID「shadowgraph」 (TVアニメ「ブギーポップは笑わない」OPテーマ) MV full,
110,110,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Ending Theme,Whiteout,Riko Azuna,https://www.youtube.com/watch?v=yK0iPbz4Tjg,Riko Azuna - Whiteout,
111,111,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Ending Theme,Sayonara,Riko Azuna,https://www.youtube.com/watch?v=x45-wGMRzPA,Sayonara - Riko Azuna (OFFICIAL FULL VERSION),
112,112,Boogiepop wa Warawanai (2019) (Boogiepop and Others),Winter 2019,2019,Ending Theme,"See You, HeartBreakers",Kensuke Ushio and Hajime Hyakkoku,https://www.youtube.com/watch?v=66PK3aqJVww,"Boogiepop and Others OST - See You, HeartBreakers",
113,113,Chainsaw Man,Fall 2022,2022,Opening Theme,KICK BACK,Kenshi Yonezu (米津玄師),https://www.youtube.com/watch?v=M2cckDmNLMI,米津玄師 Kenshi Yonezu - KICKBACK,
114,114,Chainsaw Man,Fall 2022,2022,Ending Theme,1_ _CHAINSAW BLOOD,Vaundy (ep 1),https://www.youtube.com/watch?v=FL1QjjkZVm4,CHAINSAW BLOOD / Vaundy：MUSIC VIDEO,
115,115,Chainsaw Man,Fall 2022,2022,Ending Theme,2_ _Zanki (残機),ZUTOMAYO (ep 2),https://www.youtube.com/watch?v=Ncn_DwMu6YA,鍊鋸人(CHAINSAW MAN)_ ED1  CHAINSAW BLOOD [中日羅馬字幕],
116,116,Chainsaw Man,Fall 2022,2022,Ending Theme,3_ _Hawatari 2-oku Centi (刃渡り2億センチ),Maximum the Hormone (ep 3), ,fuckup,sus
117,117,Chainsaw Man,Fall 2022,2022,Ending Theme,4_ _Jouzai (錠剤),TOOBOE (ep 4), ,fuckup,sus
118,118,Chainsaw Man,Fall 2022,2022,Ending Theme,5_ _In the Backroom (インザバックルーム),Syudou (ep 5), ,fuckup,sus
119,119,Chainsaw Man,Fall 2022,2022,Ending Theme,6_ _Dainou-teki na Rendez-vous (大脳的なランデブー),Kanaria (ep 6), ,fuckup,sus
