,Unnamed: 0,anime,season,year,category,songname,artist,link,extra,status
143,143,Darling in the FranXX,Winter 2018,2018,Ending Theme,Torikago (トリカゴ),"XX_me (Kiss Me; キス・ミー) [Zero Two (Haruka Tomatsu), Ichigo (Kana Ichinose), Miku (Nanami Yamashita), Kokoro (Saori Hayami), Ikuno (Shizuka Ishigami)]",https://www.youtube.com/watch?v=WT0HiDQ75fA,"[Darling in the FranXX ED] ""Torikago"" - XX:me (Piano)",
144,144,Darling in the FranXX,Winter 2018,2018,Ending Theme,Manatsu no Setsuna (真夏のセツナ),"XX_me (Kiss Me; キス・ミー) [Zero Two (Haruka Tomatsu), Ichigo (Kana Ichinose), Miku (Nanami Yamashita), Kokoro (Saori Hayami), Ikuno (Shizuka Ishigami)]",https://www.youtube.com/watch?v=4KgUHXuUtXo,"[osu!] DARLING in the FRANXX Ending 2 | XX:me - 真夏のセツ(Manatsu no Setsuna) [Ichigo] +HD FC 98,99%",
145,145,Darling in the FranXX,Winter 2018,2018,Ending Theme,Beautiful World,"XX_me (Kiss Me; キス・ミー) [Zero Two (Haruka Tomatsu), Ichigo (Kana Ichinose), Miku (Nanami Yamashita), Kokoro (Saori Hayami), Ikuno (Shizuka Ishigami)]",https://www.youtube.com/watch?v=59n3tk9DV6o,"[Darling in the FranXX ED 3] ""Beautiful World"" - XX:me (Piano)",
146,146,Darling in the FranXX,Winter 2018,2018,Ending Theme,Hitori (ひとり),"XX_me (Kiss Me; キス・ミー) [Zero Two (Haruka Tomatsu), Ichigo (Kana Ichinose), Miku (Nanami Yamashita), Kokoro (Saori Hayami), Ikuno (Shizuka Ishigami)]",https://www.youtube.com/watch?v=w_GwM8ZwDqQ,Darling in the FranXX ED - Torikago (Piano Cover),sus
147,147,Darling in the FranXX,Winter 2018,2018,Ending Theme,Escape,"XX_me (Kiss Me; キス・ミー) [Zero Two (Haruka Tomatsu), Ichigo (Kana Ichinose), Miku (Nanami Yamashita), Kokoro (Saori Hayami), Ikuno (Shizuka Ishigami)]",https://www.youtube.com/watch?v=w_GwM8ZwDqQ,Darling in the FranXX ED - Torikago (Piano Cover),sus
148,148,Darling in the FranXX,Winter 2018,2018,Ending Theme,Darling,"XX_me (Kiss Me; キス・ミー) [Zero Two (Haruka Tomatsu), Ichigo (Kana Ichinose), Miku (Nanami Yamashita), Kokoro (Saori Hayami), Ikuno (Shizuka Ishigami)]",https://www.youtube.com/watch?v=59n3tk9DV6o,"[Darling in the FranXX ED 3] ""Beautiful World"" - XX:me (Piano)",
149,149,Date A Bullet_ Dead or Bullet,,1900,Opening Theme,Infermata,Gou Sakabe,https://www.youtube.com/watch?v=2s_KO7Fsgck,Date a Bullet Opening Full : Infermata - Go Sakabe,
150,150,Date A Bullet_ Dead or Bullet,,1900,Ending Theme,Only wish,Luiza,https://www.youtube.com/watch?v=ljf-hdmI4GM,Luiza / Only wish (Official Lyric Video) | “Date A Bullet: Dead or Bullet” ED Theme,
151,151,Date A Bullet_ Nightmare or Queen,,1900,Opening Theme,Infermata,Gou Sakabe,https://www.youtube.com/watch?v=2s_KO7Fsgck,Date a Bullet Opening Full : Infermata - Go Sakabe,
152,152,Date A Bullet_ Nightmare or Queen,,1900,Ending Theme,Only wish,Luiza,https://www.youtube.com/watch?v=ljf-hdmI4GM,Luiza / Only wish (Official Lyric Video) | “Date A Bullet: Dead or Bullet” ED Theme,
153,153,Date A Bullet_ Nightmare or Queen,,1900,Ending Theme,Precious,RinamooN,https://www.youtube.com/watch?v=lGKoAcNgbiY,Precious - RinamooN [Date a Bullet: Nightmare or Queen ending],
154,154,Date A Live,Spring 2013,2013,Opening Theme,Date A Live (デート・ア・ライブ),sweet ARMS,https://www.youtube.com/watch?v=Vz_BqxcdHMM,デート・ア・ライブ,
155,155,Date A Live,Spring 2013,2013,Ending Theme,Hatsukoi Winding Road,"Kayoko Tsumita, Risako Murai, Midori Tsukimiya",https://www.youtube.com/watch?v=7ViBqnDwXrA,Hatsukoi Winding Road,
156,156,Date A Live II,Spring 2014,2014,Opening Theme,Trust in you,sweet ARMS,https://www.youtube.com/watch?v=xP7zM-suGq8,Trust in you,
157,157,Date A Live II,Spring 2014,2014,Ending Theme,Day to Story,Kaori Sadohara,https://www.youtube.com/watch?v=N7g3J9ObU_0,♪ Day To Story - Sadohara Kaori [Date A Live Ending Song 2] ✔,
158,158,Date A Live II,Spring 2014,2014,Ending Theme,My Treasure,Miku Izayoi (CV_ Minori Chihara),https://www.youtube.com/watch?v=ESbebVfD80I,Date a Live II - Miku Izayoi Character Song『My Treasure  -  Minori Chihara』,
159,159,Date A Live II_ Kurumi Star Festival,,1900,Opening Theme,Trust in you,sweet ARMS,https://www.youtube.com/watch?v=xP7zM-suGq8,Trust in you,
160,160,Date A Live II_ Kurumi Star Festival,,1900,Ending Theme,Day to Story,Kaori Sadohara,https://www.youtube.com/watch?v=N7g3J9ObU_0,♪ Day To Story - Sadohara Kaori [Date A Live Ending Song 2] ✔,
161,161,Date A Live III,Winter 2019,2019,Opening Theme,I swear,sweet ARMS,https://www.youtube.com/watch?v=pLQGfSQUuCM,Date A Live Season 3 - Opening Full『I swear』by sweet ARMS,
162,162,Date A Live Movie_ Mayuri Judgment,,1900,Opening Theme,Go☆Summer Girl,Miku Izayoi (Minori Chihara),https://www.youtube.com/watch?v=QM_iknxAJtc,Miku Izayoi (CV Minori Chihara) GO★ Summer Girl full song,
163,163,Date A Live Movie_ Mayuri Judgment,,1900,Ending Theme,Invisible Date,sweet ARMS,https://www.youtube.com/watch?v=0K3IPbQzCys,Invisible Date,
164,164,Date A Live_ Date to Date,,1900,Opening Theme,Date A Live (デート・ア・ライブ),sweet ARMS,https://www.youtube.com/watch?v=Vz_BqxcdHMM,デート・ア・ライブ,
165,165,Date A Live_ Date to Date,,1900,Ending Theme,Hatsukoi Winding Road,"Kayoko Tsumita, Risako Murai, Midori Tsukimiya",https://www.youtube.com/watch?v=7ViBqnDwXrA,Hatsukoi Winding Road,
166,166,Death March kara Hajimaru Isekai Kyousoukyoku,Winter 2018,2018,Ending Theme,Bishoujo Tenshi Magical Rose (美少女天使マジカルロス),"Pochi (Kouno Hiyori), Tama (Okuno Kaya), Arisa (Yuuki Aoi)", ,fuckup,sus
167,167,Denpa Onna to Seishun Otoko (Ground Control to Psychoelectric Girl),Spring 2011,2011,Ending Theme,Ruru (ルル),Etsuko Yakushimaru,https://www.youtube.com/watch?v=M9PUreUl2RI,やくしまるえつこ－ルル,
168,168,Denpa Onna to Seishun Otoko_ Mayonaka no Taiyou,,1900,Ending Theme,Ruru (ルル),Etsuko Yakushimaru,https://www.youtube.com/watch?v=M9PUreUl2RI,やくしまるえつこ－ルル,
169,169,Denpa-teki na Kanojo (Electromagnetic Girlfriend),,1900,Ending Theme,Taiyo,tenohira,https://www.youtube.com/watch?v=9Rec0D9byoU,Tenohira - Taiyou / Denpa Teki na Kanojo,
170,170,Denpa-teki na Kanojo (Electromagnetic Girlfriend),,1900,Ending Theme,Door,Rumika,https://www.youtube.com/watch?v=mu7fw5jufmo,ルミカ / door,
171,171,Dies Irae,Fall 2017,2017,Ending Theme,Opera (オペラ),Phero☆Men,https://www.youtube.com/watch?v=T2dikCeLXOs,Phero☆Men - Opera オペラ,
172,172,Do It Yourself!!,Fall 2022,2022,Opening Theme,Dokidoki Idea wo Yoroshiku! (どきどきアイデアをよろしく！),Katajou DIY-bu!! (潟女DIY部!!),https://www.youtube.com/watch?v=Vm4XhfeOQP4,"Do It Yourself!! opening Full ""Dokidoki Idea wo Yoroshiku!"" by Katajou DIY-bu!!",
173,173,Do It Yourself!!,Fall 2022,2022,Ending Theme,Tsuzuku Hanashi (続く話),Serufu (CV_ Konomi Inagaki) and Purin (CV_ Kana Ichinose),https://www.youtube.com/watch?v=46OTxvs6lFc,"Do It Yourself!! Ending Full ""Tsuzuku Hanashi"" by Serufu",
174,174,Dokyuu Hentai HxEros (SUPER HXEROS),Summer 2020,2020,Opening Theme,Wake Up Hx ERO! feat_ Retto Enjou (CV_ Yoshitsugu Matsuoka) (Wake Up Hx ERO! feat_ 炎城烈人（CV_松岡禎丞）),HXEROS SYNDROMES,https://www.youtube.com/watch?v=mHb0c5uE3Lw,HXEROS SYNDROMES 『Wake Up H×ERO! feat.炎城烈人（CV:松岡禎丞）』Music Video（TVアニメ「ド級編隊エグゼロス」オープニングテーマ）,
175,175,Dokyuu Hentai HxEros (SUPER HXEROS),Summer 2020,2020,Ending Theme,lost emotion,Kirara Hoshino (Ai Kakuma),https://www.youtube.com/watch?v=NTfESh0ns5o,Lost emotion,
176,176,Double-J,Summer 2011,2011,Ending Theme,Kyou no Hi wa Sayounara (今日の日はさようなら),"Hajime Usami (Ayuru Ohashi), Sayo Arima (Emiri Kato), Aya Chousokabe (Kanami Satou), Maria Sassa (Chiaki Omigawa), Ema Houjou (Ayana Taketatsu), Shizuma Sanada (Ryou Hirohashi), Françoise",https://www.youtube.com/watch?v=YNQT68uHpyg,今日の日はさようなら　森山良子　1967,
177,177,Dr. Stone,Summer 2019,2019,Ending Theme,Good Morning World!,BURNOUT SYNDROMES,https://www.youtube.com/watch?v=yQEUGxngQN4,BURNOUT SYNDROMES 『Good Morning World!』Music Video（TVアニメ「Ｄｒ．ＳＴＯＮＥ」オープニングテーマ）,
178,178,Dr. Stone_ Stone Wars,Winter 2021,2021,Ending Theme,Rakuen (楽園),Fujifabric,https://www.youtube.com/watch?v=TzlecLbdo-s,フジファブリック 『楽園』(TVアニメ「Ｄｒ．ＳＴＯＮＥ」第2期オープニングテーマ),
179,179,Dr. Stone_ Stone Wars,Winter 2021,2021,Ending Theme,Koe Dake ga_ (声（こえだけが）),Hatena,https://www.youtube.com/watch?v=08uZkbpF1N8,はてな「声?」（こえだけが）Music Video（フル）TVアニメ「Ｄｒ．ＳＴＯＮＥ」エンディングテーマ,
180,180,Dumbbell Nan Kilo Moteru_ (How Heavy Are the Dumbbells You Lift_),Summer 2019,2019,Opening Theme,Onegai Muscle (お願いマッスル),"Hibiki Sakura (Ai Fairuz), & Naruzou Machio (Kaito Ishikawa)",https://www.youtube.com/watch?v=ijCRlmxUleI,How Heavy Are the Dumbbells You Lift? | OP | Onegai Muscle,
181,181,Dumbbell Nan Kilo Moteru_ (How Heavy Are the Dumbbells You Lift_),Summer 2019,2019,Ending Theme,Macho a Name_ (マッチョアネーム？),Naruzou Machio (Kaito Ishikawa),https://www.youtube.com/watch?v=AdHIfPraLJE,"『Dumbbell AMV』Dumbbell ED ""Macho a Name"" by Machio (CV.Ishikawa Kaito)",
182,182,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Spring 2015,2015,Opening Theme,Hey World,Yuka Iguchi,https://www.youtube.com/watch?v=cgt64FZIf_4,Hey World  Yuka Iguchi Dan Machi,
183,183,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Spring 2015,2015,Ending Theme,Hey World,Yuka Iguchi,https://www.youtube.com/watch?v=cgt64FZIf_4,Hey World  Yuka Iguchi Dan Machi,
184,184,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Spring 2015,2015,Ending Theme,REALIZE ~Hajimari no Toki~ (REALIZE ～始まりのとき～),Liliruca Arde (Maaya Uchida),https://www.youtube.com/watch?v=qtnYsVb1VGs,Danmachi 「REALIZE」 ～始まりのとき～,
185,185,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden_ Sword Oratoria,Spring 2017,2017,Opening Theme,RE-ILLUSION,Yuka Iguchi,https://www.youtube.com/watch?v=420XhNc3f4g,Danmachi: Sword Oratoria OP Full /『Yuka Iguchi - RE-ILLUSION』/【AMV Lyrics】,
186,186,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Summer 2019,2019,Opening Theme,HELLO to DREAM,Yuka Iguchi,https://www.youtube.com/watch?v=8wJgxRlyde0,『AMV』 DanMachi Season 2 OP Full 「Yuka Iguchi - HELLO to DREAM」 Lyrics,
187,187,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,,1900,Opening Theme,HELLO to DREAM,Yuka Iguchi,https://www.youtube.com/watch?v=8wJgxRlyde0,『AMV』 DanMachi Season 2 OP Full 「Yuka Iguchi - HELLO to DREAM」 Lyrics,
188,188,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,,1900,Ending Theme,Tropica☆Vacation (トロピカッ☆バケーション),Aiz Wallenstein (Saori Oonishi),https://www.youtube.com/watch?v=Ri2N-I0li3Y,TropicaVacation DanMachi II OVA InsertSong-SaoriOnishi /T97 Anime,
189,189,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II_ Past & Future,,1900,Opening Theme,Hey World,Yuka Iguchi,https://www.youtube.com/watch?v=cgt64FZIf_4,Hey World  Yuka Iguchi Dan Machi,
190,190,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II_ Past & Future,,1900,Ending Theme,RIGHT LIGHT RISE,Kanon Wakeshima,https://www.youtube.com/watch?v=mfYKaJ6Dob0,ED FULL Lyrics DanMachi [Right Light Rise] [Kanon Wakeshima],
191,191,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Fall 2020,2020,Opening Theme,over and over,Yuka Iguchi,https://www.youtube.com/watch?v=Y6hgWfYKMw0,DanMachi Season 3 Opening Full『Over and Over』by Yuka Iguchi,
192,192,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,,1900,Opening Theme,over and over,Yuka Iguchi,https://www.youtube.com/watch?v=Y6hgWfYKMw0,DanMachi Season 3 Opening Full『Over and Over』by Yuka Iguchi,
193,193,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,,1900,Ending Theme,Otoko to Onna wa Labyrinth (男と女はラビリンス),"Hestia (CV_ Inori Minase), Ais Wallenstein (CV_ Saori Oonishi)",https://www.youtube.com/watch?v=9jexqxalkPo,男と女はラビリンス Full ver. | ヘスティア／水瀬いのり & アイズ・ヴァレンシュタイン／大西沙織 | ダンジョンに出会いを求めるのは間違っているだろうかⅢ OVA ED,
194,194,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie_ Orion no Ya,,1900,Ending Theme,Onaji Sora no Shita de (おなじ空の下で),Yuka Iguchi,https://www.youtube.com/watch?v=dRDoThOvIz8,Onaji Sora No Shita De - Yuka Iguchi,
195,195,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,,1900,Opening Theme,Hey World,Yuka Iguchi,https://www.youtube.com/watch?v=cgt64FZIf_4,Hey World  Yuka Iguchi Dan Machi,
196,196,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,,1900,Ending Theme,Kimi to Boku no 1-nichi (君とボクの1日),Inori Minase,https://www.youtube.com/watch?v=A_HFVK7K1gQ,"【""Kimi to Boku no 1-nichi (君とボクの1日)"" by Hestia (cv: Inori Minase) // DanMachi OVA ED FULL】",
197,197,Edens Zero,Spring 2021,2021,Ending Theme,Sekai no Himitsu (世界の秘密),Sayuri,https://www.youtube.com/watch?v=XLs11AkF67w,さユり/Sayuri Sekai no Himitsu /世界の秘密,
198,198,Elfen Lied,Summer 2004,2004,Opening Theme,Lilium,Kumiko Noma,https://www.youtube.com/watch?v=7OGgvamKh-Q,Kumiko Noma -「Lilium」,
199,199,Elfen Lied,Summer 2004,2004,Ending Theme,Be Your Girl,Chieko Kawabe,https://www.youtube.com/watch?v=0cvBJwdxLEE,智恵子河辺 ~ Chieko Kawabe - Be Your Girl [PV],
200,200,Endro~! (ENDRO!),Winter 2019,2019,Opening Theme,Endoro~ru! (えんどろ～る！),"Yuusha Party [Yuusha (Hikaru Akao), Seira (Shiina Natsukawa), Fai (Ari Ozawa), Mei (Inori Minase)]",https://www.youtube.com/watch?v=Hds_J-bkQdg,"Speedrunning Arrangements? Arranging Stream - Endro~! OP - ""Endoro~ru! (えんどろ～る！)"" -TV Size-",
201,201,Evangelion_ 2.0 You Can (Not) Advance,,1900,Ending Theme,Beautiful World -PLANiTb Acoustica Mix-,Hikaru Utada,https://www.youtube.com/watch?v=jdAOMqVecwE,Utada Hikaru- Beautiful World LIVE- English Subtitles/Lyrics,
202,202,FLCL,,1900,Opening Theme,One Life,The Pillows,https://www.youtube.com/watch?v=RtDhGuEGgyc,ONE LIFE／the pillows,
203,203,FLCL,,1900,Opening Theme,Instant Music,The Pillows,https://www.youtube.com/watch?v=OxOl2GEaEGg,インスタントミュージック／the pillows,
204,204,FLCL,,1900,Opening Theme,Happy Bivouac,The Pillows,https://www.youtube.com/watch?v=w7rmASobMA0,The Pillows - Happy Bivouac,
205,205,FLCL,,1900,Opening Theme,Runners High,The Pillows,https://www.youtube.com/watch?v=w4Ht2MLJD8U,The Pillows - Runner's High (English Sub),
206,206,FLCL,,1900,Opening Theme,Carnival,The Pillows,https://www.youtube.com/watch?v=acrLRi7juX8,カーニバル／the pillows,
207,207,FLCL,,1900,Ending Theme,Ride On Shooting Star,The Pillows,https://www.youtube.com/watch?v=K4_Qzx-E2LQ,Ride on shooting star／the pillows,
208,208,Free! (Free! - Iwatobi Swim Club),Summer 2013,2013,Ending Theme,SPLASH FREE,"STYLE FIVE (Nobunaga Shimazaki, Tatsuhisa Suzuki, Mamoru Miyano, Tsubasa Yonaga, Daisuke Hirakawa)",https://www.youtube.com/watch?v=5hgazQehXuk,Free! Iwatobi Swim Club - Splash Free LIVE!,
209,209,Free! (Free! - Iwatobi Swim Club),Summer 2013,2013,Ending Theme,EVER BLUE,"STYLE FIVE (Nobunaga Shimazaki, Tatsuhisa Suzuki, Mamoru Miyano, Tsubasa Yonaga, Daisuke Hirakawa)",https://www.youtube.com/watch?v=pNRheAna6TE,[AMV] EVER BLUE - STYLE FIVE,
210,210,Free! Eternal Summer (Free! - Eternal Summer),Summer 2014,2014,Ending Theme,FUTURE FISH,"STYLE FIVE (Nobunaga Shimazaki, Tatsuhisa Suzuki, Mamoru Miyano, Tsubasa Yonaga, Daisuke Hirakawa) ",https://www.youtube.com/watch?v=Pc4QoAxudus,"""Future Fish"" Style Five (FULL)  FREE! Ending 2",
211,211,Free! Eternal Summer (Free! - Eternal Summer),Summer 2014,2014,Ending Theme,Clear Blue Departure,"Haruka  Nanase (Nobunaga Shimazaki), Makoto Tachibana (Tatsuhisa Suzuki), Nagisa Hazuki (Tsubasa Yonaga), Rei Ryuugazaki (Daisuke Hirakawa), Rin Matsuoka (Mamoru Miyano), Sousuke Yamazaki (Yoshimasa Hosoya), Aiichirou  Nitori (Kouki Miyata), Momotarou Mikoshiba (Kenichi Suzumura)",https://www.youtube.com/watch?v=MGcZEwI8EVo,Free!: Eternal Summer Season 2 ED2「Clear Blue Departure」(Full),
212,212,Fudanshi Koukou Seikatsu (The Highschool Life of a Fudanshi),Summer 2016,2016,Ending Theme,SEKAI wa Boy Meets Boy (SEKAIはボーイミーツボーイ♂),Ryou Sakaguchi (Wataru Hatano),https://www.youtube.com/watch?v=rJ6S49-s4MA,SEKAI Wa Boy Meets Boy Romaji Full Lyrics,
213,213,"Fudanshi Koukou Seikatsu_ Sports no Aki, Bonnou no Aki",,1900,Ending Theme,SEKAI wa Boy Meets Boy (SEKAIはボーイミーツボーイ♂),Ryou Sakaguchi (Wataru Hatano),https://www.youtube.com/watch?v=rJ6S49-s4MA,SEKAI Wa Boy Meets Boy Romaji Full Lyrics,
214,214,Fugou Keiji_ Balance_Unlimited,Spring 2020,2020,Opening Theme,NAVIGATOR,SixTONES,https://www.youtube.com/watch?v=VUrSsrAnq8M,SixTONES - NAVIGATOR [YouTube Ver.],
215,215,Futoku no Guild (Immoral Guild),Fall 2022,2022,Opening Theme,Never the Fever!!,Sayaka Sasaki,https://www.youtube.com/watch?v=yVK4nWIgtUg,佐咲紗花｜ 『Never the Fever!!』MV Full size,
216,216,Futoku no Guild (Immoral Guild),Fall 2022,2022,Ending Theme,Sugar Sugar Spice (シュガー・シュガー・スパイス),Minami Kuribayashi,https://www.youtube.com/watch?v=s8xHGevk--A,Sugar Sugar Spice,
217,217,"Fuufu Ijou, Koibito Miman.",Fall 2022,2022,Opening Theme,TRUE FOOL LOVE,Liyuu,https://www.youtube.com/watch?v=RhjZMFkrNMU,Liyuu - TRUE FOOL LOVE (TVアニメ『夫婦以上、恋人未満。』オープニングテーマ),
218,218,"Fuufu Ijou, Koibito Miman.",Fall 2022,2022,Ending Theme,Stuck on you,Nowlu,https://www.youtube.com/watch?v=gGfslDklCtg,Stuck on you -Official Lyric Video-,
219,219,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Opening Theme,Gekidol! (ゲキドル！),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)",https://www.youtube.com/watch?v=Lw-QwucxgC0,Gekidol (Sub Indo) | Episode 2,
220,220,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Opening Theme,Toki no Tsubasa Chrono Geizer (時の翼 Chrono Geizer),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)", ,fuckup,sus
221,221,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Kizuna (キズナ),Uno Blaqlo,https://www.youtube.com/watch?v=rdx08iKtuiE,激ドル - 公式アニメ予告編,
222,222,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Seifuku DOLL (制服DOLL),Uno Blaqlo, ,fuckup,sus
223,223,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Tokyo Lonely Girl (トーキョーロンリーガール),Uno Blaqlo, ,fuckup,sus
224,224,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Dandelion Girl (ダンデライオンガール),BlowBackNotes, ,fuckup,sus
225,225,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Gekidol! (ゲキドル！),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)",https://www.youtube.com/watch?v=Lw-QwucxgC0,Gekidol (Sub Indo) | Episode 2,
226,226,Gibiate,Summer 2020,2020,Ending Theme,ENDLESS ~Toki wo Koete~ (ENDLESS～時を超えて～),ENDLESS,https://www.youtube.com/watch?v=86PIptzdfLo,Gibiate Full Ending [Endless ~Toki wo Koete~],
227,227,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Opening Theme,BRYNHILDR IN THE DARKNESS -Ver_ EJECTED-,Nao Tokisawa (鴇沢 直),https://www.youtube.com/watch?v=zgi-9giMH5Q,Tokisawa Nao -  BRYNHILDR IN THE DARKNESS  Ver  EJECTED,
228,228,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Ending Theme,Ichibanboshi (いちばん星),"Neko Kuroha (Risa Taneda), Kana Tachibana (Aya Suzaki), Kazumi Schlierenzauer (M_A_O), Kotori Takatori (Azusa Tadokoro)",https://www.youtube.com/watch?v=c1gRq9j5fqU,"Brynhildr in the Darkness - ""Ichiban Boshi"" Ending eng subs",
229,229,Gokukoku no Brynhildr_ Kara Sawagi,,1900,Opening Theme,BRYNHILDR IN THE DARKNESS -Ver_ EJECTED-,Nao Tokisawa (鴇沢 直),https://www.youtube.com/watch?v=zgi-9giMH5Q,Tokisawa Nao -  BRYNHILDR IN THE DARKNESS  Ver  EJECTED,
230,230,Gokukoku no Brynhildr_ Kara Sawagi,,1900,Ending Theme,Ichiban Boshi (いちばん星),"Neko Kuroha (CV_ Risa Taneda), Kana Tachibana (CV_ Aya Suzaki), Kazumi Schlierenzauer (CV_ MAO), Kotori Takatori (CV_ Azusa Tadokoro)",https://www.youtube.com/watch?v=i3Oxwmq_-B8,Gokukoku no Brynhildr ED - Ichiban Boshi / いちばん星 (Guitar Cover),sus
231,231,Gosick,Winter 2011,2011,Ending Theme,Resuscitated Hope,Lisa Komine,https://www.youtube.com/watch?v=i8wghCdMncU,Gosick Ending 「Resuscitated Hope」Full,
232,232,Gosick,Winter 2011,2011,Ending Theme,unity,Lisa Komine,https://www.youtube.com/watch?v=QalWKRmjHJA,[FULL] Gosick ED 2 -『Unity』- Original/English,
233,233,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Ending Theme,Konpeki no Alpine ~Kaya Mizuki ver_~,Kaya Mizuki,https://www.youtube.com/watch?v=J2MUBbqvhr8,Grand Blue - Ending HD Creditless V2  (~Kaya Mizuki ver.~),
234,234,Gyo (GYO_ Tokyo Fish Attack!),,1900,Ending Theme,End Theme,Nami Nakagawa (中川奈美),https://www.youtube.com/watch?v=w61s9ZWsJJo,Nami Nakagawa (Original Featured Artist) - Kamado Tanjiro No Uta Live,
235,235,Hakubo (Twilight),,1900,Ending Theme,Tooku (とおく),AZUMA HITOMI,https://www.youtube.com/watch?v=ONGhDp9hbh8,とおく　MV,
236,236,Hametsu no Mars (Mars of Destruction),,1900,Opening Theme,Valkyrie Kikou,Richard Wagner,https://www.youtube.com/watch?v=rXM2C5fuP0U,GATE Jieitai Kanochi nite Kaku Tatakeri OST.23 Ikusa Megami no Kikou (Requiem Of Battle At Italica),
237,237,Hand Shakers,Winter 2017,2017,Opening Theme,One Hand Message,OxT (Masayoshi Oishi x Tom-H@ck),https://www.youtube.com/watch?v=ieQhR0c_ee8,Hand Shakers Opening Full『OxT One Hand Message』,
238,238,Hand Shakers,Winter 2017,2017,Ending Theme,Yume Miru Ame (ユメミル雨),Akino Arai,https://www.youtube.com/watch?v=Lzsz677igkk,ユメミル雨,
239,239,Hataage! Kemono Michi (Kemono Michi_ Rise Up),Fall 2019,2019,Opening Theme,Fight! Kemoner Mask (闘魂（ファイト）！ケモナーマスク),NoB with Kemoner Mask (Katsuyuki Konishi),https://www.youtube.com/watch?v=5jAGae-FFYY,NoB with ケモナーマスク(CV:小西克幸) / 闘魂(ファイト)！ケモナーマスク(TVアニメ「旗揚！けものみち」オープニング・テーマ),
240,240,Hataraku Saibou (Cells at Work!),Summer 2018,2018,Opening Theme,Mission! Ken Kou Dai Ichi (ミッション！健・康・第・イチ),"Sekkekkyuu (Kana Hanazawa), Hakkekkyuu (Tomoaki Maeno), Killer T Saibou (Daisuke Ono), Macrophage (Kikuko Inoue)",https://www.youtube.com/watch?v=_5MYzggxL78,"Mission! Ken - Kou - Dai - Ichi/Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue [Music Box]",
241,241,Hataraku Saibou Black (Cells at Work! CODE BLACK!),Winter 2021,2021,Opening Theme,Hashire! with Seiya Yamasaki (Kyusonekokami) (走れ！ with ヤマサキセイヤ（キュウソネコカミ）),Hiroyuki Hayashi (Polysics) (ハヤシヒロユキ（POLYSICS）),https://www.youtube.com/watch?v=_mqAuncADow,POLYSICS 『走れ！ with ヤマサキセイヤ（キュウソネコカミ）』,
242,242,Hataraku Saibou Black (Cells at Work! CODE BLACK!),Winter 2021,2021,Ending Theme,Ue wo Muite Hakobou with Sekkekkyuu & Hakkekkyuu (上を向いて運ぼう with 赤血球・白血球),Hiroyuki Hayashi (Polysics) (ハヤシヒロユキ（POLYSICS）),https://www.youtube.com/watch?v=JxUFgZuuu9k,Ue wo Muite Hakobou (Cover Bahasa Indonesia),sus
