,anime,season,year,category,songname,artist,link,extra
1393,One Punch Man Specials,,1900,Ending Theme,Minna no One Punch Ondo (ミンナのワンパン音頭),"Saitama (Makoto Furukawa), Genos (Kaito Ishikawa), Sonic (Yuki Kaji), Tatsumaki (Aoi Yuuki), Fubuki (Saori Hayami), King (Hiroki Yasumoto), Mumen Rider (Yuuichi Nakamura) ", ,
1394,One Punch Man: Road to Hero,,1900,Opening Theme,THE HERO !! ~Okoreru Kobushi ni Hi wo Tsukero~ (THE HERO !! ～怒れる拳に火をつけろ～),JAM Project,https://open.spotify.com/track/4YycgLIc3P6oQRY5NiOybl,
1395,One Punch Man: Road to Hero,,1900,Ending Theme,Hoshi yori Saki ni Mitsukete Ageru (星より先に見つけてあげる),Hiroko Moriguchi, ,
1396,Orange,Summer 2016,2016,Opening Theme,Hikari no Hahen (光の破片),Yu Takahashi,https://open.spotify.com/track/4g5ZUsd10wLBwMNnPfRIor,
1397,Orange,Summer 2016,2016,Ending Theme,Mirai (未来),Kobukuro,https://open.spotify.com/track/7M2ZtqHQWtrDW9oGodD6vm,
1398,Orange: Mirai,,1900,Ending Theme,Hikari no Hahen (光の破片),Yu Takahashi,https://open.spotify.com/track/4g5ZUsd10wLBwMNnPfRIor,
1399,Ore dake Haireru Kakushi Dungeon,Winter 2021,2021,Opening Theme,Pyramid Dai Gyakuten (ピラミッド大逆転),Spira Spica (スピラ・スピカ),https://open.spotify.com/track/2FR4PLn6gIq4pZr75zqBMN,
1400,Ore dake Haireru Kakushi Dungeon,Winter 2021,2021,Ending Theme,Nemophila (ネモフィラ),Coala Mode_,https://open.spotify.com/track/1u0diEbfottgBhuRDdr3SI,
1401,Ore Monogatari!! (My Love Story!!),Spring 2015,2015,Opening Theme,Miraikei Answer (未来形Answer),TRUSTRICK,https://open.spotify.com/track/5HhCz8PsBYkDoIXppjcvcK,
1402,Ore Monogatari!! (My Love Story!!),Spring 2015,2015,Ending Theme,Shiawase no Arika (幸せのありか),LOCAL CONNECT,https://open.spotify.com/track/13RBHjZjzm4uZJDWp4Qqld,
1403,Ore Monogatari!! (My Love Story!!),Spring 2015,2015,Ending Theme,Miraikei Answer (未来形Answer),TRUSTRICK,https://open.spotify.com/track/5HhCz8PsBYkDoIXppjcvcK,
1404,Ore no Kanojo to Osananajimi ga Shuraba Sugiru (Oreshura),Winter 2013,2013,Opening Theme,Girlish Lover,"Mizukara wo Enshutsu Suru Otome no Kai [自らを演出する乙女の会] (Chinatsu Akasaki, Yukari Tamura, Hisako Kanemoto, Ai Kayano)", ,
1405,Ore no Kanojo to Osananajimi ga Shuraba Sugiru (Oreshura),Winter 2013,2013,Ending Theme,W_Wonder tale,Yukari Tamura,https://open.spotify.com/track/21YyyBmcsMvocTy8mMiuWa,
1406,Ore no Kanojo to Osananajimi ga Shuraba Sugiru (Oreshura),Winter 2013,2013,Ending Theme,Girlish Lover,"Mizukara wo Enshutsu Suru Otome no Kai [自らを演出する乙女の会] (Chinatsu Akasaki, Yukari Tamura, Hisako Kanemoto, Ai Kayano)", ,
1407,Ore wo Suki nano wa Omae dake ka yo,Fall 2019,2019,Opening Theme,Papapa (パパパ),Shuka Saitou,https://open.spotify.com/track/3kasuDrBA4cE2KqL0Qy49i,
1408,Ore wo Suki nano wa Omae dake ka yo,Fall 2019,2019,Ending Theme,Hanakotoba (ハナコトバ),"Sumireko Sanshokuin (Haruka Tomatsu), Aoi Hinata (Haruka Shiraishi), Sakura Akino (Sachika Misawa)", ,
1409,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,,1900,Opening Theme,Papapa (パパパ),Shuka Saitou,https://open.spotify.com/track/3kasuDrBA4cE2KqL0Qy49i,
1410,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,,1900,Ending Theme,Hanakotoba (ハナコトバ),"Sumireko Sanchouin (CV_ Haruka Tomatsu), Aoi Hinata (CV_ Haruka Shiraishi), Sakura Akino (CV_ Sachika Misawa)", ,
1411,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,1900,Opening Theme,Papapa (パパパ),Shuka Saitou,https://open.spotify.com/track/3kasuDrBA4cE2KqL0Qy49i,
1412,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,1900,Ending Theme,Hanakotoba (ハナコトバ),"Sumireko Sanshokuin (Haruka Tomatsu), Aoi Hinata (Haruka Shiraishi), Sakura Akino (Sachika Misawa)", ,
1413,Osananajimi ga Zettai ni Makenai Love Comedy,Spring 2021,2021,Opening Theme,Chance! & Revenge!,Riko Azuna,https://open.spotify.com/track/03TXTX2vETneiOLtua45lE,
1414,Osananajimi ga Zettai ni Makenai Love Comedy,Spring 2021,2021,Ending Theme,Senryakuteki de Yosoku Funou na Love Comedy no Ending Kyoku (戦略的で予測不能なラブコメディのエンディング曲),"Kuroha Shida (Inori Minase), Shirokusa Kachi (Ayane Sakura)",https://open.spotify.com/track/5tC0zP2QQVIthzEeQRgIsE,
1415,Osananajimi ga Zettai ni Makenai Love Comedy,Spring 2021,2021,Ending Theme,Paradise SOS (パラダイスSOS),"Kuroha Shida (Inori Minase), Shirokusa Kachi (Ayane Sakura), Maria Momosaka (Saori Oonishi)", ,
1416,Oshi ga Budoukan Ittekuretara Shinu,Winter 2020,2020,Opening Theme,Clover wish,ChamJam,https://open.spotify.com/track/6IdJ9lCeXEbjE3O7uVLzDr,
1417,Oshi ga Budoukan Ittekuretara Shinu,Winter 2020,2020,Ending Theme,Momoiro Kataomoi (♡桃色片想い♡),Eripiyo (Ai Fairouz),https://open.spotify.com/track/5nizNhjpcIflt36GqkfC72,
1418,Oshi ga Budoukan Ittekuretara Shinu,Winter 2020,2020,Ending Theme,Momoiro Kataomoi (♡桃色片想い♡),Eripiyo (Ai Fairouz) and Maia Ichii (Hina Tachibana),https://open.spotify.com/track/08o0MweKB2kANtvtl1bGzv,
1419,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,Opening Theme,Otome no Route wa Hitotsu janai! (乙女のルートはひとつじゃない！),angela,https://open.spotify.com/track/36NAPq2B1USSfNTW9vtNKa,
1420,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,Ending Theme,BAD END,Shouta Aoi (蒼井翔太), ,
1421,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,Ending Theme,Otome no Route wa Hitotsu Janai! (乙女のルートはひとつじゃない！),angela, ,
1422,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Summer 2021,2021,Opening Theme,Andante ni Koi wo Shite! (アンダンテに恋をして！),angela,https://open.spotify.com/track/4fjkKXGD4hJiTxiZUQx71s,
1423,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Summer 2021,2021,Ending Theme,give me ♡ me,Shouta Aoi,https://open.spotify.com/track/14Yq6lC7BSO5gZbuKwaxNq,
1424,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Summer 2021,2021,Ending Theme,Otome no Route wa Hitotsu janai! (乙女のルートはひとつじゃない！),angela, ,
1425,Overlord,Summer 2015,2015,Opening Theme,Clattanoia,O×T (Masayoshi Oishi × Tom-H@ck), ,
1426,Overlord,Summer 2015,2015,Ending Theme,L_L_L_,MYTH&ROID, ,
1427,Overlord II,Winter 2018,2018,Opening Theme,GO CRY GO,OxT, ,
1428,Overlord II,Winter 2018,2018,Ending Theme,HYDRA,MYTH＆ROID, ,
1429,Overlord III,Summer 2018,2018,Opening Theme,VORACITY,MYTH＆ROID, ,
1430,Overlord III,Summer 2018,2018,Ending Theme,Silent Solitude,OxT, ,
1431,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,,1900,Opening Theme,Party Out!!,OxT, ,
1432,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,,1900,Ending Theme,Daily-go-round,OxT, ,
1433,Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,,1900,Opening Theme,Clattanoia,Masayoshi Ooiishi,https://open.spotify.com/track/29T1JG0QOfr7dBFsfT7TfM,
1434,Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,,1900,Ending Theme,L_L_L_,MYTH&ROID, ,
1435,Pale Cocoon,,1900,Ending Theme,Aoi Tamago,Little Moa, ,
1436,Paprika,,1900,Opening Theme,Mediational Field,Susumu Hirasawa, ,
1437,Paprika,,1900,Ending Theme,白虎野の娘 (Byakkoya no Musume),Hirasawa Susumu, ,
1438,Paprika,,1900,Ending Theme,Byakkoya (白虎野),Susumu Hirasawa, ,
1439,Peach Boy Riverside,Summer 2021,2021,Opening Theme,Dark spiral journey,Q-MHz feat_ Yuuko Suzuhana (鈴華ゆう子),https://open.spotify.com/track/5AgTWm5A0fY3tkzLtBQs5a,
1440,Peach Boy Riverside,Summer 2021,2021,Ending Theme,Yoru wo Koeru Ashioto (夜を越える足音),Mitei no Hanashi (ミテイノハナシ),https://open.spotify.com/track/2qzyRmRuv0yEJIjkaAM4PJ,
1441,Penguin Highway,,1900,Ending Theme,Good Night,Hikaru Utada,https://open.spotify.com/track/6iYviuPP4jUS4yYHwvDySf,
1442,Perfect Blue,,1900,Opening Theme,Ai no Tenshi,"Misa, Emiko Furakawa and Mie Shimizu", ,
1443,Perfect Blue,,1900,Ending Theme,Season,M-Voice, ,
1444,Pet,Winter 2020,2020,Opening Theme,Chou no Tobu Suisou (蝶の飛ぶ水槽),TK from Ling Tosite Sigure,https://open.spotify.com/track/1mxoJgQtVN0suiuAsoJTME,
1445,Pet,Winter 2020,2020,Ending Theme,image _____,"Memai Siren (眩暈SIREN), produced",https://open.spotify.com/track/5n5Jdchd5YWL5JkcW8IgKX,
1446,Peter Grill to Kenja no Jikan,Summer 2020,2020,Opening Theme,Tsuranuite Yuuutsu (つらぬいて憂鬱),Yui Ninomiya,https://open.spotify.com/track/0iaXrVoiTMagsrnEg6JouC,
1447,Peter Grill to Kenja no Jikan,Summer 2020,2020,Ending Theme,Yoridokoro (ヨリドコロ),Hilcrhyme,https://open.spotify.com/track/3JUmjQ9p2hwYl5CNFI4DOe,
1448,Peter Grill to Kenja no Jikan: Super Extra,Fall 2022,2022,Opening Theme,Kurenazumu Yakusoku (暮れなずむ約束),Isekaijoucho, ,
1449,Peter Grill to Kenja no Jikan: Super Extra,Fall 2022,2022,Ending Theme,Koi Gokoro (コイゴコロ),Hilcrhyme, ,
1450,Planet With,Summer 2018,2018,Opening Theme,One Unit,Minami,https://open.spotify.com/track/2Ohl4lIx66nWuXOOQxnZ6x,
1451,Planet With,Summer 2018,2018,Ending Theme,Rainbow Planet,Mai Fuchigami,https://open.spotify.com/track/0Me0WoeNtGizz5RgyaJ81M,
1452,Planetarian: Chiisana Hoshi no Yume (Planetarian),,1900,Ending Theme,Twinkle Starlight,Sayaka Sasaki, ,
1453,Planetarian: Chiisana Hoshi no Yume (Planetarian),,1900,Ending Theme,Hoshi Meguri no Uta (星めぐりの歌),MELL, ,
1454,Planetarian: Hoshi no Hito (Planetarian: Storyteller of the Stars),,1900,Ending Theme,Hoshi no Fune (星の舟),Lia, ,
1455,Plastic Memories,Spring 2015,2015,Opening Theme,Ring of Fortune,Eri Sasaki (佐々木恵梨),https://open.spotify.com/track/2lPuTPwMUBRpNfNrA7sfuT,
1456,Plastic Memories,Spring 2015,2015,Ending Theme,again & again,Melody Chubak, ,
1457,Plastic Memories,Spring 2015,2015,Ending Theme,Asayake no Starmine (朝焼けのスターマイン),Asami Imai,https://open.spotify.com/track/3JEmZ1C87vxh8TqXj8Ohh1,
1458,Plastic Memories,Spring 2015,2015,Ending Theme,Ring of Fortune,Eri Sasaki,https://open.spotify.com/track/2lPuTPwMUBRpNfNrA7sfuT,
1459,Plunderer,Winter 2020,2020,Opening Theme,Plunderer,Miku Itou,https://open.spotify.com/track/02XTOEBvTvzqMGmz9apUGB,
1460,Plunderer,Winter 2020,2020,Opening Theme,Kokou no Hikari Lonely dark_ (孤高の光 Lonely dark),Miku Itou,https://open.spotify.com/track/0XnWBcD5KDEL4pHNGNZ07O,
1461,Plunderer,Winter 2020,2020,Ending Theme,Plunderer,Miku Itou,https://open.spotify.com/track/02XTOEBvTvzqMGmz9apUGB,
1462,Plunderer,Winter 2020,2020,Ending Theme,Countless days,Hina (Rina Honnizumi),https://open.spotify.com/track/6VUS0ESn5QtLxyXftZ444k,
1463,Plunderer,Winter 2020,2020,Ending Theme,Reason of Life,"Hina (Rina Honnizumi), Lyne (Ari Ozawa), and Nana (Shizuka Itou)",https://open.spotify.com/track/5vvrr1tcWCFoG18DKToEAi,
1464,Princess Connect! Re:Dive,Spring 2020,2020,Opening Theme,Lost Princess,"Pecorine (M・A・O), Kokkoro (Miku Itou), Kiruya (Rika Tachibana)", ,
1465,Princess Connect! Re:Dive,Spring 2020,2020,Ending Theme,Sore demo Tomo ni Aruiteiku (それでもともに歩いていく),"Pecorine (M・A・O), Kokkoro (Miku Itou), Kiruya (Rika Tachibana)", ,
1466,Princess Connect! Re:Dive,Spring 2020,2020,Ending Theme,Connecting Happy!!,"Pecorine (M・A・O), Kokkoro (Miku Itou), Kiruya (Rika Tachibana)", ,
1467,Prison School,Summer 2015,2015,Opening Theme,Ai no Prison (愛のプリズン),"Kangoku Danshi (監獄男子) (Hiroshi Kamiya, Katsuyuki Konishi, Kenichi Suzumura, Daisuke Namikawa, Kazuyuki Okitsu)", ,
1468,Prison School,Summer 2015,2015,Ending Theme,Tsumibukaki Oretachi no Sanka (罪深き 俺たちの賛歌),"Kangoku Danshi (監獄男子) (Hiroshi Kamiya, Katsuyuki Konishi, Kenichi Suzumura, Daisuke Namikawa, Kazuyuki Okitsu)", ,
1469,Prison School: Mad Wax,,1900,Opening Theme,Ai no Prison (愛のプリズン),"Kangoku Danshi (監獄男子) (Hiroshi Kamiya, Katsuyuki Konishi, Kenichi Suzumura, Daisuke Namikawa, Kazuyuki Okitsu)", ,
1470,Prison School: Mad Wax,,1900,Ending Theme,Tsumibukaki Oretachi no Sanka (罪深き 俺たちの賛歌),"Kangoku Danshi (監獄男子) (Hiroshi Kamiya, Katsuyuki Konishi, Kenichi Suzumura, Daisuke Namikawa, Kazuyuki Okitsu)", ,
1471,Project Scard: Praeter no Kizu (Scar on the Praeter),Winter 2021,2021,Opening Theme,Praeter no Kizu (プレイタの傷),"Yamato Kai (Arthur Lounsbery), Kazuma Arashiba (Shouya Chiba), Kagami Sakishima (Junya Enoki), Ran Washimine (Takeaki Masuyama), Jin Karasue (Shou Nogami), Kouga Tatsuma (Taku Yashiro), Itsuki Torataka (Tasuku Hat",https://open.spotify.com/track/6Z0xIHJFiA48UFuRHSLwvX,
1472,Project Scard: Praeter no Kizu (Scar on the Praeter),Winter 2021,2021,Ending Theme,BUSTLING SHOW,Ryosuke Kojima,https://open.spotify.com/track/61s94uZEqyTd7nMJQ8LlGr,
1473,Promare,,1900,Ending Theme,Kakusei (覚醒),Superfly,https://open.spotify.com/track/5YLFzFZPhlBlwM9t88tReb,
1474,Promare,,1900,Ending Theme,Koori ni Tojikomete (氷に閉じ込めて),Superfly,https://open.spotify.com/track/4IJcQgxNrGaHf7kK7adbNi,
1475,Psycho-Pass,Fall 2012,2012,Opening Theme,abnormalize,Ling Tosite Sigure (凛として時雨),https://open.spotify.com/track/00nmZvZRyzQiYe2tAcDDUb,
1476,Psycho-Pass,Fall 2012,2012,Opening Theme,Out of Control,Nothing's Carved in Stone,https://open.spotify.com/track/6eCpniERosMVD6ONldCRAc,
1477,Psycho-Pass,Fall 2012,2012,Ending Theme,Namae no nai Kaibutsu (名前のない怪物),EGOIST,https://open.spotify.com/track/7ebceNRVeFRFpd4qLENYpO,
1478,Psycho-Pass,Fall 2012,2012,Ending Theme,All Alone With You,EGOIST,https://open.spotify.com/track/2fkSKbhD79K9JRFUSuhzk3,
1479,Psycho-Pass 2,Fall 2014,2014,Opening Theme,Enigmatic Feeling,Ling Tosite Sigure,https://open.spotify.com/track/0YHTrd78qCsMhzmgBHiZ28,
1480,Psycho-Pass 2,Fall 2014,2014,Ending Theme,Fallen,EGOIST,https://open.spotify.com/track/1uY5PG3A2gowDEzP1g703X,
1481,Psycho-Pass Movie (Psycho-Pass: The Movie),,1900,Opening Theme,Who What Who What,Ling Tosite Sigure,https://open.spotify.com/track/0FLvllAtJg4ut2u0OiEg4m,
1482,Psycho-Pass Movie (Psycho-Pass: The Movie),,1900,Ending Theme,Namae no nai Kaibutsu (名前のない怪物),EGOIST,https://open.spotify.com/track/7ebceNRVeFRFpd4qLENYpO,
1483,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,,1900,Opening Theme,abnormalize (remix),Ling Tosite Sigure,https://open.spotify.com/track/5hA334aoIFRcqu23AGRzkP,
1484,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,,1900,Ending Theme,Fallen,EGOIST,https://open.spotify.com/track/1uY5PG3A2gowDEzP1g703X,
1485,Psycho-Pass: Sinners of the System Case.2 - First Guardian,,1900,Opening Theme,abnormalize (remix),Ling Tosite Sigure,https://open.spotify.com/track/5hA334aoIFRcqu23AGRzkP,
1486,Psycho-Pass: Sinners of the System Case.2 - First Guardian,,1900,Ending Theme,All Alone With You,EGOIST,https://open.spotify.com/track/2fkSKbhD79K9JRFUSuhzk3,
1487,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,,1900,Opening Theme,abnormalize (remix),Ling Tosite Sigure,https://open.spotify.com/track/5hA334aoIFRcqu23AGRzkP,
1488,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,,1900,Ending Theme,Namae no nai Kaibutsu (名前のない怪物),EGOIST,https://open.spotify.com/track/7ebceNRVeFRFpd4qLENYpO,
1489,Pupa,Winter 2014,2014,Opening Theme,pupa,Ibuki Kido & Erii Yamazaki, ,
1490,Pupa,Winter 2014,2014,Ending Theme,Dare yori Suki na no ni (誰より好きなのに),"Kusuma San Shimai (Yurika Kurosawa, Minato Wakasa, Haruna Usui)", ,
1491,Qualidea Code,Summer 2016,2016,Opening Theme,Brave Freak Out,LiSA,https://open.spotify.com/track/0vYBgipNFJ8A8GsAbQbxlw,
1492,Qualidea Code,Summer 2016,2016,Opening Theme,AxxxiS,LiSA,https://open.spotify.com/track/7DVD1MBmD4JKAUOqu2aDsK,
1493,Qualidea Code,Summer 2016,2016,Ending Theme,Gravity,ClariS,https://open.spotify.com/track/31FWbJsuaaqqk87RwYRqNg,
1494,Qualidea Code,Summer 2016,2016,Ending Theme,Yakusoku -Promise code- (約束 -Promise code-),GARNiDELiA,https://open.spotify.com/track/42KhbvSiMyiMw4hbUW7cX0,
1495,Qualidea Code,Summer 2016,2016,Ending Theme,clever,ClariS x GARNiDELiA,https://open.spotify.com/track/1ZtkoB9z7eRqrZ7JXzlKBz,
1496,Radiant,Fall 2018,2018,Opening Theme,Utopia,04 Limited Sazabys,https://open.spotify.com/track/5co3rBpmrBiHQoOtROYgax,
1497,Radiant,Fall 2018,2018,Ending Theme,Radiant (ラディアン),Polkadot Stingray,https://open.spotify.com/track/18kAo1KFatx1owe4eTK5SE,
1498,Radiant,Fall 2018,2018,Ending Theme,Kimi no Mirai (君の未来),Hameline (Yumi Uchiyama), ,
1499,Radiant 2nd Season (RADIANT Season 2),Fall 2019,2019,Opening Theme,Naraku (ナラク),Halo at Yojouhan (Halo at 四畳半),https://open.spotify.com/track/4rnTSYMnTmfOkLw9s6ojhi,
1500,Radiant 2nd Season (RADIANT Season 2),Fall 2019,2019,Ending Theme,Chittomo Shiranakatta (ちっとも知らなかった),NakamuraEmi,https://open.spotify.com/track/2nFlfyBgXxH2KT5W5tcxjh,
1501,Rail Romanesque,Fall 2020,2020,Ending Theme,Wonderful Rail,Ayumi_, ,
1502,Rail Romanesque,Fall 2020,2020,Ending Theme,Singing Wheel,Megu Sakuragawa (櫻川めぐ ), ,
1503,Rail Romanesque,Fall 2020,2020,Ending Theme,Bon Voy@ge!,Masayo Shinkai (新海雅代), ,
1504,Rakudai Kishi no Cavalry (Chivalry of a Failed Knight),Fall 2015,2015,Opening Theme,Identity (アイデンティティ),Mikio Sakai,https://open.spotify.com/track/1R8jQZyah9xfIj7tqGojcf,
1505,Rakudai Kishi no Cavalry (Chivalry of a Failed Knight),Fall 2015,2015,Ending Theme,Identity (アイデンティティ),Mikio Sakai,https://open.spotify.com/track/1R8jQZyah9xfIj7tqGojcf,
1506,Rakudai Kishi no Cavalry (Chivalry of a Failed Knight),Fall 2015,2015,Ending Theme,Haramitsu Renka (波羅蜜恋華),ALI PROJECT,https://open.spotify.com/track/1JMnn9pHDEbefyN77RtqHc,
1507,RDG: Red Data Girl (Red Data Girl),Spring 2013,2013,Opening Theme,Small worldrop (スモルワールドロップ),Annabel , ,
1508,RDG: Red Data Girl (Red Data Girl),Spring 2013,2013,Ending Theme,Yokan (予感),Masumi Itou, ,
1509,RDG: Red Data Girl (Red Data Girl),Spring 2013,2013,Ending Theme,Yokan (Izumiko version) (予感 (泉水子バージョン)),Izumiko Suzuhara (Saori Hayami), ,
1510,Re:Creators,Spring 2017,2017,Opening Theme,gravityWall,SawanoHiroyuki[nZk]_Tielle & Gemie,https://open.spotify.com/track/0sZ4b9dCzwlCw6susRMO39,
1511,Re:Creators,Spring 2017,2017,Opening Theme,sh0ut,SawanoHiroyuki[nZk]_Tielle & Gemie,https://open.spotify.com/track/0rAMQYaB0O9hMHTcqMWKYw,
1512,Re:Creators,Spring 2017,2017,Ending Theme,gravityWall,SawanoHiroyuki[nZk]_Tielle & Gemie,https://open.spotify.com/track/0sZ4b9dCzwlCw6susRMO39,
1513,Re:Creators,Spring 2017,2017,Ending Theme,NEWLOOK,Mashiro Ayano,https://open.spotify.com/track/6upR5hMXXCnFbU8eUG1fbk,
1514,Re:Creators,Spring 2017,2017,Ending Theme,world Étude,Aki Toyosaki, ,
1515,Re:Creators,Spring 2017,2017,Ending Theme,Rubikon (ルビコン),Sangatsu no Phantasia,https://open.spotify.com/track/4o67XhBR5I48T2fV5xWfHY,
1516,Re:Zero kara Hajimeru Isekai Seikatsu,Spring 2016,2016,Opening Theme,Redo,Konomi Suzuki,https://open.spotify.com/track/7ADZ8mKoPLV1VugJVcJDUr,
1517,Re:Zero kara Hajimeru Isekai Seikatsu,Spring 2016,2016,Opening Theme,Paradisus-Paradoxum,MYTH & ROID, ,
1518,Re:Zero kara Hajimeru Isekai Seikatsu,Spring 2016,2016,Ending Theme,STYX HELIX,MYTH & ROID, ,
1519,Re:Zero kara Hajimeru Isekai Seikatsu,Spring 2016,2016,Ending Theme,Stay Alive,Emilia (Rie Takahashi),https://open.spotify.com/track/5seIWcsrALZcuhfrUm0lNC,
1520,Re:Zero kara Hajimeru Isekai Seikatsu,Spring 2016,2016,Ending Theme,STRAIGHT BET,MYTH & ROID, ,
1521,Re:Zero kara Hajimeru Isekai Seikatsu,Spring 2016,2016,Ending Theme,theater D,MYTH & ROID, ,
1522,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,,1900,Ending Theme,Yuki no Hate ni Kimi no Na wo (雪の果てに君の名を),nonoc,https://open.spotify.com/track/0wBQQAsrweCCNGMVAqws75,
1523,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,,1900,Ending Theme,White White Snow,nonoc, ,
1524,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Summer 2020,2020,Opening Theme,Realize,Konomi Suzuki,https://open.spotify.com/track/1vbWvIDfJYYyLVke6I3Vwk,
1525,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Summer 2020,2020,Ending Theme,Realize,Konomi Suzuki,https://open.spotify.com/track/1vbWvIDfJYYyLVke6I3Vwk,
1526,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Summer 2020,2020,Ending Theme,Memento,nonoc,https://open.spotify.com/track/5OJ0kXGbl2ZMmjbVZVhmrI,
1527,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Winter 2021,2021,Opening Theme,Long shot,Mayu Maeshima (前島麻由),https://open.spotify.com/track/2Uk204nzrdRZof1hfezO3q,
1528,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Winter 2021,2021,Ending Theme,Long shot,Mayu Maeshima (前島麻由), ,
1529,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Winter 2021,2021,Ending Theme,Memento,nonoc,https://open.spotify.com/track/5OJ0kXGbl2ZMmjbVZVhmrI,
1530,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Winter 2021,2021,Ending Theme,Door,Emilia (Rie Takahashi),https://open.spotify.com/track/3SnWY8oNyAoU8aEOZrUoU4,
1531,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Winter 2021,2021,Ending Theme,Believe in you,nonoc,https://open.spotify.com/track/4D45aFfzi0PLrN5MqLzREa,
1532,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Winter 2021,2021,Ending Theme,Anata no Shiranai Koto (あなたの知らないこと),Ram (Rie Murakawa),https://open.spotify.com/track/34Kv5LljUAGxKfrOBnCv6N,
