,anime,season,year,category,songname,artist,link,extra,status
758,Idoly Pride,Winter 2021,2021,Ending Theme,réaliser,TRINITYAiLE,https://www.youtube.com/watch?v=WbRaO07zLWI,【MV】réaliser / TRINITYAiLE　作詞・作曲・編曲：kz【IDOLY PRIDE/アイプラ】,
759,Idoly Pride,Winter 2021,2021,Ending Theme,Shining Days,Sunny Peace (サニーピース),https://www.youtube.com/watch?v=2X9CARxOaWw,Shining Days,
760,Idoly Pride,Winter 2021,2021,Ending Theme,Daytime Moon,Tsuki no Tempest (月のテンペスト),https://www.youtube.com/watch?v=a5SXuwsylJk,【MV】Daytime Moon / 月のテンペスト　作詞：利根川貴之　作曲：利根川貴之、坂和也　編曲：坂和也 & Wicky.Recordings【IDOLY PRIDE/アイプラ】,
761,Idoly Pride,Winter 2021,2021,Ending Theme,song for you (SUNNY PEACE ver_),SUNNY PEACE,https://www.youtube.com/watch?v=iHJzsaGIT2E,Sunny Peace「Song for You」Color Coded 【Eng Subs】,
762,Idoly Pride,Winter 2021,2021,Ending Theme,Pray for you,Hoshimi Production (星見プロダクション),https://www.youtube.com/watch?v=f-kBPXH_VAY,【MV】Pray for you / 星見プロダクション　作詞：利根川貴之　作曲・編曲：北川勝利【IDOLY PRIDE/アイプラ】,
763,Idoly Pride,Winter 2021,2021,Ending Theme,"The Sun, Moon and Stars",Hoshimi Production (星見プロダクション),https://open.spotify.com/track/1RIu1bYthFgtEFVB16ANU1,,Downloaded
764,Idoly Pride,Winter 2021,2021,Ending Theme,The Last Chance,LizNoir (Rio & Aoi Version),https://open.spotify.com/track/0fX5rfXL3MyxHyx1HDyltB,,Downloaded
765,"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Opening Theme,EASY LOVE,Sumire Uesaka (上坂 すみれ),https://open.spotify.com/track/6mdiePjszuYWOJuhBIYnIt,,Downloaded
766,"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Ending Theme,EASY LOVE,Sumire Uesaka (上坂 すみれ),https://open.spotify.com/track/6mdiePjszuYWOJuhBIYnIt,,Downloaded
767,"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Ending Theme,Colorful Canvas (カラフル・キャンバス),"Nagatoro-san (Sumire Uesaka), Gamo-chan (Mikako Komatsu), Yosshi (Aina Suzuki), Sakura (Shiori Izawa) ",https://open.spotify.com/track/21TyV1EO2KLWF34R3DMEfj,,Downloaded
768,"Ijiranaide, Nagatoro-san (Don't Toy with Me, Miss Nagatoro)",Spring 2021,2021,Ending Theme,Colorful Canvas (カラフル・キャンバス),Mayumi Kaneko,https://www.youtube.com/watch?v=TuwP1PaTgUA,"Colorful Canvas (From ""Ijiranaide, Nagatoro-san"")",
769,Ikebukuro West Gate Park,Fall 2020,2020,Opening Theme,Needle Knot (ニードルノット),THE PINBALLS,https://open.spotify.com/track/4pxKB6qTjYMu0Xk3b2EWk5,,Downloaded
770,Ikebukuro West Gate Park,Fall 2020,2020,Ending Theme,after song,INNOSENT in FORMAL,https://open.spotify.com/track/1LHSvPTGXTeCgTBab0Sdi3,,Downloaded
771,Ikebukuro West Gate Park,Fall 2020,2020,Ending Theme,Omou mama (思うまま),INNOSENT in FORMAL,https://open.spotify.com/track/2trlOTYUNGUxVaZDbtrzMb,,Downloaded
772,Ikebukuro West Gate Park,Fall 2020,2020,Ending Theme,Boukyoku no Sora (忘却の空),Kiyoharu (清春),https://open.spotify.com/track/34OOGsfOQ0XTuTkEmuRMIW,,Downloaded
773,"Ima, Soko ni Iru Boku (Now and Then, Here and There)",Fall 1999,1999,Opening Theme,"Ima, Soko Ni Iru Boku (Now and Then, Here and There; 今、そこにいる僕)",Toshio Masuda (増田俊郎),https://www.youtube.com/watch?v=R0aFr9tipRk,今、そこにいる僕,
774,"Ima, Soko ni Iru Boku (Now and Then, Here and There)",Fall 1999,1999,Ending Theme,Komoriuta___ (Lullaby___; 子守歌…),Reiko Yasuhara, ,fuckup,
775,Inferno Cop,,1900,Ending Theme,Die Hollen Polizei,___,https://www.youtube.com/watch?v=6OpwcjqCqj8,Tu Jo Kahe Video Song | Palash Muchhal | Parth Samthaan | Anmol Malik | Yasser Desai | Palak Muchhal,
776,Inferno Cop,,1900,Ending Theme,Gruss Elise von mir,___,https://www.youtube.com/watch?v=ivd8I-lHi1A,Inferno Cop Soundtrack - Grue Elise von mir,
777,Inferno Cop,,1900,Ending Theme,Glitter I_C_,___,https://www.youtube.com/watch?v=5qihQtBl9L8,Clay + Craft Paper + Glitter = AWESOME PRINCESS DRESS!,
778,Infinite Dendrogram,Winter 2020,2020,Opening Theme,Unbreakable,Aoi Yuuki,https://open.spotify.com/track/4RA8smxzIP6isF3lql9DXC,,Downloaded
779,Infinite Dendrogram,Winter 2020,2020,Ending Theme,Reverb,Aya Uchida,https://open.spotify.com/track/1WkwcJ36zgQOuq8oYbtldj,,Downloaded
780,Ingress the Animation,Fall 2018,2018,Opening Theme,Tessellate,alt-J,https://open.spotify.com/track/1LfKHwrMydWNruvTonm0eO,,Downloaded
781,Ingress the Animation,Fall 2018,2018,Ending Theme,In Cold Blood,alt-J,https://open.spotify.com/track/3bmxsQVFi8k7qfM5ULU8Me,,Downloaded
782,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,Fall 2020,2020,Opening Theme,Nyander Wonder Days (にゃんだーわんだーデイズ),Ayaka Ohashi,https://open.spotify.com/track/7x9DTCUVhKXBGXHA4VopHZ,,Downloaded
783,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,Fall 2020,2020,Opening Theme,Lovely Days,Ayaka Ohashi,https://open.spotify.com/track/4KtdIdiKGINM0inSiO7B5Y,,Downloaded
784,Irozuku Sekai no Ashita kara (Iroduku_ The World in Colors),Fall 2018,2018,Opening Theme,17 Sai,Haruka to Miyuki (ハルカトミユキ),https://open.spotify.com/track/2VlDsig8Evvsucb6arKoM2,,Downloaded
785,Irozuku Sekai no Ashita kara (Iroduku_ The World in Colors),Fall 2018,2018,Ending Theme,Mimei no Kimi to Hakumei no Mahou (未明の君と薄明の魔法),Nagi Yanagi,https://open.spotify.com/track/6cYG1IcaWccIjWO8ku321f,,Downloaded
786,Isekai Cheat Magician,Summer 2019,2019,Opening Theme,PANTA RHEI,MYTH & ROID,https://www.youtube.com/watch?v=bkUiw3Wv68k,MYTH & ROID「PANTA RHEI」MV (TVアニメ「異世界チート魔術師」OPテーマ),
787,Isekai Cheat Magician,Summer 2019,2019,Ending Theme,Chiisana Omoi (小さな想い),Rin Azuma (Rie Takahashi),https://www.youtube.com/watch?v=gODQtDTEDqk,Isekai Cheat Magician Ending Full『Chiisana Omoi』By Rin Azuma (CV: Rie Takahashi),
788,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Summer 2018,2018,Opening Theme,DeCIDE,"SUMMONERS 2+ (Yuu Serizawa, Azumi Waki, Yumi Hara, Rumi Ookubo, Emiri Katou)",https://open.spotify.com/track/3QbaictVhGbK09NQICK7eK,,Downloaded
789,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Summer 2018,2018,Ending Theme,Saiaku na hi demo Anata ga Suki,Yuu Serizawa,https://open.spotify.com/track/1JHX9MntUEeL7UgHDebsaV,,Downloaded
790,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Summer 2018,2018,Ending Theme,DeCIDE,"SUMMONERS 2+ (Yuu Serizawa, Azumi Waki, Yumi Hara, Rumi Ookubo, Emiri Katou)",https://open.spotify.com/track/3QbaictVhGbK09NQICK7eK,,Downloaded
791,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Spring 2021,2021,Opening Theme,EVERYBODY! EVERYBODY!,Yuu Serizawa with DJ KOO & MOTSU,https://open.spotify.com/track/4oCrYh50wDrN9x7kDOZrOd,,Downloaded
792,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Spring 2021,2021,Ending Theme,YOU YOU YOU,Yuu Serizawa with DJ KOO & MOTSU,https://open.spotify.com/track/6nhxFjClS7qsW5Vh3MGKIw,,Downloaded
793,Isekai Quartet,Spring 2019,2019,Opening Theme,Isekai Quartet (異世界かるてっと),"Ainz (Satoshi Hino), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)",https://www.youtube.com/watch?v=ld7UUwjE-n8,"Isekai Quartet OP by Ainz, Kazuma, Subaru & Tanya",
794,Isekai Quartet,Spring 2019,2019,Ending Theme,Isekai Girls♡Talk (異世界ガールズ♡トーク),"Albedo (Yumi Hara), Aqua (Sora Amamiya), Emilia (Rie Takahashi), Tanya (Aoi Yuuki)",https://www.youtube.com/watch?v=qHV2zs9OFHE,"Isekai Girls♡Talk ED by Emilia, Aqua, Albedo & Tanya  with subtitles!",
795,Isekai Quartet,Spring 2019,2019,Ending Theme,Hollow Veil,nonoc,https://www.youtube.com/watch?v=2VxtWqPMwoY,Isekai Quartet - Full Ending『 Hollow Veil』by Nonoc [CC Sub],
796,Isekai Quartet,Spring 2019,2019,Ending Theme,Isekai Quartet (異世界かるてっと),"Ainz (Satoshi Hino), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)",https://www.youtube.com/watch?v=ld7UUwjE-n8,"Isekai Quartet OP by Ainz, Kazuma, Subaru & Tanya",
797,Isekai Quartet 2,Winter 2020,2020,Opening Theme,Isekai Showtime (異世界ショータイム),"Ainz (Hino Satoshi), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)",https://www.youtube.com/watch?v=Z8rBvRtqLH8,"Isekai Quartet S2 - OP Full『Isekai Showtime』ft. Ainz, Kazuma, Subaru, Tanya",
798,Isekai Quartet 2,Winter 2020,2020,Ending Theme,Isekai Showtime (異世界ショータイム),"Ainz (Hino Satoshi), Kazuma (Jun Fukushima), Subaru (Yuusuke Kobayashi), Tanya (Aoi Yuuki)",https://www.youtube.com/watch?v=Z8rBvRtqLH8,"Isekai Quartet S2 - OP Full『Isekai Showtime』ft. Ainz, Kazuma, Subaru, Tanya",
799,Isekai Quartet 2,Winter 2020,2020,Ending Theme,Ponkotsu! Isekai Theater (ポンコツ！異世界シアター),"Shalltear (Sumire Uesaka), Megumin (Rie Takahashi), Rem (Inori Minase), Viktoriya (Saori Hayami)",https://www.youtube.com/watch?v=VLINgTY9dN4,Nightcore - Ponkotsu! Isekai Theater [Isekai Quartet 2 ED 2 Full],
800,Isekai Quartet 2,Winter 2020,2020,Ending Theme,sweet pass,Riko Azuna (安月名莉子),https://www.youtube.com/watch?v=IobMn_FRUW4,Sweet Pass- Azuna Riko (extended-2.5x Looped),
801,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Opening Theme,Another World,AOP,https://open.spotify.com/track/34zUGANqKWpDwVfAIC572Q,,Downloaded
802,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Elze Silhoueska (Maaya Uchida),https://open.spotify.com/track/5U8HIRwyTWLe5F7IUKmGzt,,Downloaded
803,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Linze Silhoueska (Yui Fukuo),https://open.spotify.com/track/5U8HIRwyTWLe5F7IUKmGzt,,Downloaded
804,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Yae Kokonoe (Chinatsu Akasaki),https://open.spotify.com/track/6R2sX1xed6pGckxEWAeOkt,,Downloaded
805,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Yumina Urnea Belfast (Marika Kouno),https://open.spotify.com/track/0uzqXlQWM7OStxXjisbpik,,Downloaded
806,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Sushie Urnea Ortlinde (Nanami Yamashita),https://open.spotify.com/track/3oIjixv8QUhEmEPWJ0GqvM,,Downloaded
807,Isekai wa Smartphone to Tomo ni.,Summer 2017,2017,Ending Theme,Junjou Emotional (純情エモーショナル),Leen (Sumire Uesaka),https://open.spotify.com/track/3QMkYIUg9FvJaw6fz6gOk0,,Downloaded
808,Ishuzoku Reviewers (Interspecies Reviewers),Winter 2020,2020,Opening Theme,Ikouze☆Paradise (イこうぜ☆パラダイス),"Yuusuke Kobayashi, Junji Majima, Miyu Tomita",https://www.youtube.com/watch?v=p9CxQL-oRj8,"Ishuzoku Reviewers Opening-[Ikouze Paradise] by Yuusuke Kobayashi, Junji Majima, Miyu",
809,Ishuzoku Reviewers (Interspecies Reviewers),Winter 2020,2020,Ending Theme,Hanabira Ondo (ハナビラ音頭),"Yuusuke Kobayashi, Junji Majima, Miyu Tomita",https://www.youtube.com/watch?v=M_BUP6DLmqw,Hanabira Ondo - Interspecies Reviewers ED (Full),
810,Island,Summer 2018,2018,Opening Theme,Eien no Hitotsu (永遠のひとつ),Yukari Tamura,https://www.youtube.com/watch?v=Z5evGhYXWeU,"Yukari Tamura「Eien no hitotsu」November 23, 2020 at PACIFICO Yokohama For J-LOD LIVE",
811,Island,Summer 2018,2018,Opening Theme,Closing tears,Yukari Tamura,https://www.youtube.com/watch?v=Du9XoXsBAis,[ISLAND OP2 FULL] Closing tears / Yukari Tamura,
812,Island,Summer 2018,2018,Ending Theme,Eien no Hitotsu (永遠のひとつ),Yukari Tamura,https://www.youtube.com/watch?v=Z5evGhYXWeU,"Yukari Tamura「Eien no hitotsu」November 23, 2020 at PACIFICO Yokohama For J-LOD LIVE",
813,Island,Summer 2018,2018,Ending Theme,Eternal Star,Asaka,https://open.spotify.com/track/5CABNbn1QlPAMaN81C69Ie,,Downloaded
814,Island,Summer 2018,2018,Ending Theme,Marine SNOW,Asaka,https://open.spotify.com/track/6UblLUCKDfkPcIug3AYgCY,,Downloaded
815,Isshuukan Friends. (One Week Friends),Spring 2014,2014,Opening Theme,Niji no Kakera (虹のかけら),Natsumi Kon,https://open.spotify.com/track/5ZH7BKLzn6GrWj83gALmyR,,Downloaded
816,Isshuukan Friends. (One Week Friends),Spring 2014,2014,Ending Theme,Kanade (奏 (かなで)),Kaori Fujimiya (CV_ Sora Amamiya),https://open.spotify.com/track/6MgA0JkDUsYeePdFIpobh0,,Downloaded
817,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Winter 2020,2020,Opening Theme,Kyuukyoku Unbalance! (究極アンバランス！),Junjou no Afilia,https://open.spotify.com/track/4UQPeoNdUx8fp5N8OdR9tK,,Downloaded
818,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Winter 2020,2020,Ending Theme,Play the world,Rico Sasaki,https://open.spotify.com/track/4yFMYNyjEudNIVNL1nzbdb,,Downloaded
819,Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Opening Theme,Non-Fantasy (ノンファンタジー),LIP x LIP,https://open.spotify.com/track/4VSREwux6OCxUgC5hEDNWW,,Downloaded
820,Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Ending Theme,東京ウインターセッション,HoneyWorks feat_瀬戸口優・榎本夏樹・望月蒼太・早坂あかり・芹沢春輝・合田美桜),https://open.spotify.com/track/6ThC70vNB1Mw9pBFS0VYpw,,Downloaded
821,Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Ending Theme,Tokyo Winter Session,"HoneyWorks feat_ Yuu Setoguchi, Natsuki Enomoto, Souta Mochizuki, Akari Hayasaka, Haruki Serizawa, Miou Aida",https://open.spotify.com/track/6ThC70vNB1Mw9pBFS0VYpw,,Downloaded
822,Itsudatte Bokura no Koi wa 10 cm Datta.,Fall 2017,2017,Ending Theme,Re_Hatsukoi no Ehon feat_ Miou Aida,Miou Aida (CV_ Aki Toyosaki),https://open.spotify.com/track/7BnQP9hadhcUniSR99RdxM,,Downloaded
823,Iwa Kakeru! Sport Climbing Girls,Fall 2020,2020,Opening Theme,Motto Takaku (もっと高く),Aina Suzuki (鈴木愛奈),https://open.spotify.com/track/5aeq5h5hiO1dciGwzRlqWx,,Downloaded
824,Iwa Kakeru! Sport Climbing Girls,Fall 2020,2020,Ending Theme,LET’S CLIMB↑,Hanamiya Joshi Climbing Club (花宮女子クライミング部),https://open.spotify.com/track/1lC5ebnOkSmfCdvxjD3zJr,,Downloaded
825,Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Opening Theme,Fightin★Pose,Yui Ogura,https://open.spotify.com/track/6i8Y6dDSaJ4U2zRsyrpkzn,,Downloaded
826,Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Opening Theme,Seikatsu Konkyuu Dame Dinero (生活こんきゅーダメディネロ),Sumire Uesaka,https://www.youtube.com/watch?v=c5ow2zJh0gI,上坂すみれ「生活こんきゅーダメディネロ」Music Video / Sumire Uesaka「Life Is Hard DAME DINERO」,
827,Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Ending Theme,Tsumari wa Itsumo Kujikenai! (つまりはいつもくじけない！),NEGI☆U,https://open.spotify.com/track/5nHEwZnmyvXZP1owsLD9kx,,Downloaded
828,Jahy-sama wa Kujikenai! (The Great Jahy Will Not Be Defeated!),Summer 2021,2021,Ending Theme,Pedals (ペタルズ),Miho Okasaki,https://www.youtube.com/watch?v=fmk3zLChpFY,ペタルズ,
829,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Opening Theme,Jinsei Easy_ (人生イージー？),DIALOGUE+,https://open.spotify.com/track/2KkqTuoQOUECghiZUoByzy,,Downloaded
830,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Hinami Aoi (あやふわアスタリスク for日南葵),Aoi Hinami (Hisako Kanemoto),https://www.youtube.com/watch?v=FbUH9f0YlMI,あやふわアスタリスク,
831,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk (あやふわアスタリスク),DIALOGUE+,https://open.spotify.com/track/0Pu0apkBdDOQiSk1i8kLjy,,Downloaded
832,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Yuzu Izumi (あやふわアスタリスク for 泉優鈴),Izumi Yuzu (Nene Hieda),https://www.youtube.com/watch?v=bUmE3gWRZOE,あやふわアスタリスク,
833,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Nanami Minami (あやふわアスタリスク for 七海みなみ),Minami Nanami (Hasegawa Ikumi) ,https://www.youtube.com/watch?v=dg9Fvn267v0,あやふわアスタリスク,
834,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),Winter 2021,2021,Ending Theme,Ayafuwa Asterisk for Kikuchi Fuuka (あやふわアスタリスク for 菊池風香),Fuuka Kikuchi (Ai Kayano),https://www.youtube.com/watch?v=UjhSUSArKDE,Ayafuwa Asterisk (Kikuchi Fuuka ver.),
835,Jashin-chan Dropkick (Dropkick On My Devil!),Summer 2018,2018,Opening Theme,Anoko ni Drop Kick (あの娘にドロップキック),"Jashin★Girls (邪神★ガールズ) [Aina Suzuki, Nichika Oomori, Miyu Kubota, Yurie Kozakai, Chiaki Omigawa, Rico Sasaki, Riho Iida]",https://open.spotify.com/track/2zHbvlOfjJulC4nY9ibouZ,,Downloaded
836,Jashin-chan Dropkick (Dropkick On My Devil!),Summer 2018,2018,Ending Theme,Home Sweet Home!,Yutarou Miura (三浦祐太朗) x Hyadain,https://open.spotify.com/track/71t4iyi0NqFcHU1hcYojjH,,Downloaded
837,Jashin-chan Dropkick Episode 12 (Dropkick On My Devil! Episode 12),,1900,Opening Theme,Anoko ni Drop Kick (あの娘にドロップキック),"Jashin★Girls (邪神★ガールズ) [Aina Suzuki, Nichika Oomori, Miyu Kubota, Yurie Kozakai, Chiaki Omigawa, Rico Sasaki, Riho Iida]",https://open.spotify.com/track/2zHbvlOfjJulC4nY9ibouZ,,Downloaded
838,Jashin-chan Dropkick Episode 12 (Dropkick On My Devil! Episode 12),,1900,Ending Theme,Home Sweet Home!,Yutarou Miura (三浦祐太朗) x Hyadain,https://open.spotify.com/track/6axaMwt6HoP1SRg3savG2S,,Downloaded
839,Jashin-chan Dropkick' (Dropkick on My Devil!! Dash),Spring 2020,2020,Opening Theme,Toki toshite Violence (時としてバイオレンス),halca,https://open.spotify.com/track/1QTCkg3WOEXUcGec2OwuWO,,Downloaded
840,Jashin-chan Dropkick' (Dropkick on My Devil!! Dash),Spring 2020,2020,Ending Theme,Love Satisfaction,ZAMB,https://open.spotify.com/track/3mZ8CVrfdZvkWrorgwKeTc,,Downloaded
841,Jibaku Shounen Hanako-kun (Toilet-bound Hanako-kun),Winter 2020,2020,Opening Theme,No_7,Jibaku Shounen Band (Youji Ikuta from PENGUIN RESEARCH x Masayoshi Ooishi x ZiNG),https://open.spotify.com/track/6g1IlfKEVO17PO26AHIW0r,,Downloaded
842,Jibaku Shounen Hanako-kun (Toilet-bound Hanako-kun),Winter 2020,2020,Ending Theme,Tiny Light,Akari Kitou,https://open.spotify.com/track/4ESyGBnHsW6VJRIFFrZ6Vj,,Downloaded
843,Jingai-san no Yome,Fall 2018,2018,Opening Theme,Happy Life Spectacle,Hi!Superb,https://open.spotify.com/track/39AhLiQsIu7cBE3i9eCHRq,,Downloaded
844,Jingai-san no Yome,Fall 2018,2018,Ending Theme,Happy Life Spectacle,Hi!Superb,https://open.spotify.com/track/39AhLiQsIu7cBE3i9eCHRq,,Downloaded
845,JoJo no Kimyou na Bouken (TV) (JoJo's Bizarre Adventure),Fall 2012,2012,Opening Theme,JoJo ~Sono Chi no Sadame~ (ジョジョ～その血の運命～),Hiroaki TOMMY Tominaga,https://open.spotify.com/track/6oT13AZPh97zsU5JJlqhpj,,Downloaded
846,JoJo no Kimyou na Bouken (TV) (JoJo's Bizarre Adventure),Fall 2012,2012,Opening Theme,BLOODY STREAM,Coda,https://open.spotify.com/track/3qzkfEqjbRJ2kWyT6uebt8,,Downloaded
847,JoJo no Kimyou na Bouken (TV) (JoJo's Bizarre Adventure),Fall 2012,2012,Ending Theme,Roundabout,YES,https://open.spotify.com/track/4MddnIvQ6nTbYgwIuA6o8i,,Downloaded
848,JoJo no Kimyou na Bouken (TV) (JoJo's Bizarre Adventure),Fall 2012,2012,Ending Theme,BLOODY STREAM,Coda,https://open.spotify.com/track/3qzkfEqjbRJ2kWyT6uebt8,,Downloaded
849,JoJo no Kimyou na Bouken Part 3_ Stardust Crusaders,Spring 2014,2014,Opening Theme,STAND PROUD,Jin Hashimoto (橋本仁),https://open.spotify.com/track/1YTW2IiSDH0buMd07A5Nnw,,Downloaded
850,JoJo no Kimyou na Bouken Part 3_ Stardust Crusaders,Spring 2014,2014,Ending Theme,Stardust Crusaders,Yugo Kanno,https://open.spotify.com/track/3ScediuEK0qJU77XEcI4o7,,Downloaded
851,JoJo no Kimyou na Bouken Part 3_ Stardust Crusaders,Spring 2014,2014,Ending Theme,Walk Like an Egyptian,The Bangles,https://open.spotify.com/track/7vyTKKN7FpD9zAp6f82EPp,,Downloaded
852,JoJo no Kimyou na Bouken Part 3_ Stardust Crusaders 2nd Season,Winter 2015,2015,Opening Theme,JoJo - Sono Chi no Kioku_ end of THE WORLD (ジョジョ その血の記憶〜end of THE WORLD〜),"JO☆STARS～TOMMY, Coda, JIN～",https://open.spotify.com/track/09du1gawpao1iSUlyuMSPL,,Downloaded
853,JoJo no Kimyou na Bouken Part 3_ Stardust Crusaders 2nd Season,Winter 2015,2015,Ending Theme,Last Train Home (ラスト・トレイン・ホーム),Pat Metheny Group,https://www.youtube.com/watch?v=4QdWRgNdir4,Pat Metheny Group - Last Train Home (1 Hour Extended),
